City,Country,Gases Included,Emissions Column Number,Emissions Column Name,Emissions Row Number,Emissions Row Name,Emissions Response Answer,Emissions Description,Emissions Data Reported,Inventory Year,Population in inventory year,City_Location,Last update,Organization Name
Orlando,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,24,AFOLU > Other AFOLU,0,2401 AFOLU > Other AFOLU - Direct,0,2018,280258,POINT (-81.3792 28.5383),04/02/2023 4:08:42 AM,"City of Orlando, FL"
"Santa Cruz, CA",United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",7,Total Stationary Energy,0,0703 Total Stationary Energy - Indirect,0,2019,65041,POINT (-122.031 36.9741),04/02/2023 4:08:42 AM,"City of Santa Cruz, CA"
Louisville,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",6,Stationary energy > Fugitive emissions^,0,0603 Stationary energy > Fugitive emissions^ - Indirect,0,2016,765352,POINT (-85.6784 38.196),04/02/2023 4:08:42 AM,"City of Louisville, KY"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),20,IPPU > Product use,0,2005 IPPU > Product use - Outside Boundary,0,2019,2716940,,04/02/2023 4:08:42 AM,"Miami-Dade, FL"
Pittsburgh,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),30,Total generation of grid-supplied energy,0,3005 Total generation of grid-supplied energy - Outside Boundary,0,2020/2021,292537,POINT (-79.9959 40.4406),04/02/2023 4:08:42 AM,"City of Pittsburgh, PA"
Pittsburgh,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),13,Total Transport,0,1305 Total Transport - Outside Boundary,0,2020/2021,292537,POINT (-79.9959 40.4406),04/02/2023 4:08:42 AM,"City of Pittsburgh, PA"
New Orleans,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,6,Stationary energy > Fugitive emissions^,31541,0601 Stationary energy > Fugitive emissions^ - Direct,1,2017,391493,POINT (-90.0715 29.9511),04/02/2023 4:08:42 AM,"City of New Orleans, LA"
Spokane,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),10,Transportation > Waterborne navigation^,0,1005 Transportation > Waterborne navigation^ - Outside Boundary,0,2016,215144,,04/02/2023 4:08:42 AM,"City of Spokane, WA"
,United States of America,,1,Direct emissions (metric tonnes CO2e)^,30,Total generation of grid-supplied energy,0,3001 Total generation of grid-supplied energy - Direct,0,,0,,04/02/2023 4:08:42 AM,"City of Urbana, IL"
Lakewood,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),14,Waste > Solid waste disposal^,0,1405 Waste > Solid waste disposal^ - Outside Boundary,1,2018,151411,POINT (-105.081 39.7047),04/02/2023 4:08:42 AM,"City of Lakewood, CO"
,United States of America,CH4; CO2; HFCs; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",5,Stationary energy > Agriculture^,0,0503 Stationary energy > Agriculture^ - Indirect,1,2018/2019,7535591,,04/02/2023 4:08:42 AM,"City of Tumwater, WA"
,United States of America,,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),30,Total generation of grid-supplied energy,0,3005 Total generation of grid-supplied energy - Outside Boundary,0,,0,,04/02/2023 4:08:42 AM,"City of Urbana, IL"
,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",4,Stationary energy > Industrial buildings & facilities^,0,0403 Stationary energy > Industrial buildings & facilities^ - Indirect,1,2019,16293,,04/02/2023 4:08:42 AM,"Town of Durham, NH"
Savannah,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",6,Stationary energy > Fugitive emissions^,0,0603 Stationary energy > Fugitive emissions^ - Indirect,0,2016,144352,POINT (-81.0998 32.0835),04/02/2023 4:08:42 AM,"City of Savannah, GA"
Indianapolis,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),16,Waste > Incineration and open burning^,0,1605 Waste > Incineration and open burning^ - Outside Boundary,1,2019,883570,POINT (-86.1785 39.7676),04/02/2023 4:08:42 AM,"City of Indianapolis, IN"
Louisville,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),6,Stationary energy > Fugitive emissions^,0,0605 Stationary energy > Fugitive emissions^ - Outside Boundary,0,2016,765352,POINT (-85.6784 38.196),04/02/2023 4:08:42 AM,"City of Louisville, KY"
Nashville,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),25,Total AFOLU,0,2505 Total AFOLU - Outside Boundary,1,2019,694144,POINT (-86.7816 36.1627),04/02/2023 4:08:42 AM,"Metropolitan Government of Nashville and Davidson County, TN"
San Diego,United States of America,CO2,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),23,AFOLU > Land use,0,2305 AFOLU > Land use - Outside Boundary,0,2019/2020,1400000,POINT (-117.163 32.7175),04/02/2023 4:08:42 AM,"City of San Diego, CA"
Atlanta,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,30,Total generation of grid-supplied energy,0,3001 Total generation of grid-supplied energy - Direct,1,2019,488800,POINT (-84.388 33.749),04/02/2023 4:08:42 AM,"City of Atlanta, GA"
Albany,United States of America,CO2,1,Direct emissions (metric tonnes CO2e)^,17,Waste > Wastewater^,5157,1701 Waste > Wastewater^ - Direct,1,2019,99224,POINT (-73.7562 42.6526),04/02/2023 4:08:42 AM,"City of Albany, NY"
,United States of America,CH4; CO2; HFCs; N2O; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,14,Waste > Solid waste disposal^,0,1401 Waste > Solid waste disposal^ - Direct,1,2019,30569,,04/02/2023 4:08:42 AM,"City of Ithaca, NY"
Winona,United States of America,,1,Emissions (metric tonnes CO2e),1,Total Scope 1 emissions (excluding generation of grid-supplied energy),0,0101 Total Scope 1 emissions (excluding generation of grid-supplied energy),0,2021,25960,POINT (-91.6663 44.0554),04/02/2023 4:08:42 AM,"City of Winona, MN"
Louisville,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,21,Total IPPU,3863197,2101 Total IPPU - Direct,1,2016,765352,POINT (-85.6784 38.196),04/02/2023 4:08:42 AM,"City of Louisville, KY"
Santa Monica,United States of America,CH4; CO2; HFCs; N2O; PFCs,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",7,Total Stationary Energy,2564.05,0703 Total Stationary Energy - Indirect,1,2020,91105,POINT (-118.481 34.0219),04/02/2023 4:08:42 AM,"City of Santa Monica, CA"
Park City,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",1,Stationary energy > Residential buildings^,83879,0103 Stationary energy > Residential buildings^ - Indirect,1,2016,8299,POINT (-111.498 40.6461),04/02/2023 4:08:42 AM,"City of Park City, UT"
Chula Vista,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",31,Total Emissions (excluding generation of grid-supplied energy),0,3103 Total Emissions (excluding generation of grid-supplied energy) - Indirect,0,2020,272202,POINT (-117.084 32.64),04/02/2023 4:08:42 AM,"City of Chula Vista, CA"
Seattle,United States of America,CH4; CO2; N2O; SF6,1,Direct emissions (metric tonnes CO2e)^,26,Generation of grid-supplied energy > Electricity-only generation^,0,2601 Generation of grid-supplied energy > Electricity-only generation^ - Direct,0,2018,744955,POINT (-122.332 47.6062),04/02/2023 4:08:42 AM,"City of Seattle, WA"
,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",2,Stationary energy > Commercial buildings & facilities^,0,0203 Stationary energy > Commercial buildings & facilities^ - Indirect,0,2016,42074,,04/02/2023 4:08:42 AM,"State College Borough, PA"
,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),24,AFOLU > Other AFOLU,0,2405 AFOLU > Other AFOLU - Outside Boundary,0,2019,8577735,,04/02/2023 4:08:42 AM,Chicago Metropolitan Mayors Caucus
Columbus,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),14,Waste > Solid waste disposal^,301582.38,1405 Waste > Solid waste disposal^ - Outside Boundary,1,2021,913921,POINT (-82.9988 39.9612),04/02/2023 4:08:42 AM,"City of Columbus, OH"
Lansing,United States of America,,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",9,Transportation > Rail^,0,0903 Transportation > Rail^ - Indirect,0,,0,POINT (-84.5555 42.7325),04/02/2023 4:08:42 AM,"City of Lansing, MI"
Milwaukee,United States of America,CO2,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),31,Total Emissions (excluding generation of grid-supplied energy),0,3105 Total Emissions (excluding generation of grid-supplied energy) - Outside Boundary,1,2018,592025,POINT (-87.9065 43.0389),04/02/2023 4:08:42 AM,"City of Milwaukee, WI"
Knoxville,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,11,Transportation > Aviation^,72853,1101 Transportation > Aviation^ - Direct,1,2019,185291,POINT (-83.9207 35.9606),04/02/2023 4:08:42 AM,"City of Knoxville, TN"
New Bedford,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),12,Transportation > Off-road^,0,1205 Transportation > Off-road^ - Outside Boundary,1,2017,95125,POINT (-70.9342 41.6362),04/02/2023 4:08:42 AM,"City of New Bedford, MA"
Columbus,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),27,Generation of grid-supplied energy > CHP generation^,0,2705 Generation of grid-supplied energy > CHP generation^ - Outside Boundary,1,2021,913921,POINT (-82.9988 39.9612),04/02/2023 4:08:42 AM,"City of Columbus, OH"
Bloomington,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,3,Stationary energy > Institutional buildings & facilities^,0,0301 Stationary energy > Institutional buildings & facilities^ - Direct,1,2018,85000,POINT (-86.5264 39.1653),04/02/2023 4:08:42 AM,"City of Bloomington, IN"
,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",11,Transportation > Aviation^,0,1103 Transportation > Aviation^ - Indirect,1,2019,23000,,04/02/2023 4:08:42 AM,"City of Oxford, OH"
La Crosse,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",11,Transportation > Aviation^,0,1103 Transportation > Aviation^ - Indirect,1,2020,52690,POINT (-91.2476 43.8166),04/02/2023 4:08:42 AM,"City of La Crosse, WI"
New Bedford,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),10,Transportation > Waterborne navigation^,0,1005 Transportation > Waterborne navigation^ - Outside Boundary,1,2017,95125,POINT (-70.9342 41.6362),04/02/2023 4:08:42 AM,"City of New Bedford, MA"
,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,1,Emissions (metric tonnes CO2e),2,Scope 1 emissions from generation of grid-supplied energy,3678,0201 Scope 1 emissions from generation of grid-supplied energy,1,2017,55131,,04/02/2023 4:08:42 AM,"City of Hoboken, NJ"
"Santa Cruz, CA",United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),28,Generation of grid-supplied energy > Heat/cold generation^,0,2805 Generation of grid-supplied energy > Heat/cold generation^ - Outside Boundary,1,2019,65041,POINT (-122.031 36.9741),04/02/2023 4:08:42 AM,"City of Santa Cruz, CA"
,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",8,Transportation > On-road^,0,0803 Transportation > On-road^ - Indirect,1,2019,13290,,04/02/2023 4:08:42 AM,"Town of York, ME"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),2,Stationary energy > Commercial buildings & facilities^,0,0205 Stationary energy > Commercial buildings & facilities^ - Outside Boundary,1,2019,4254028,,04/02/2023 4:08:42 AM,East Central Florida Regional Planning Council
Lansing,United States of America,,1,Direct emissions (metric tonnes CO2e)^,24,AFOLU > Other AFOLU,0,2401 AFOLU > Other AFOLU - Direct,0,,0,POINT (-84.5555 42.7325),04/02/2023 4:08:42 AM,"City of Lansing, MI"
South Bend,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),21,Total IPPU,0,2105 Total IPPU - Outside Boundary,1,2021,103453,POINT (41.6754 -86.2532),04/02/2023 4:08:42 AM,"City of South Bend, IN"
,United States of America,,1,Direct emissions (metric tonnes CO2e)^,5,Stationary energy > Agriculture^,0,0501 Stationary energy > Agriculture^ - Direct,0,,0,,04/02/2023 4:08:42 AM,"City of Urbana, IL"
Columbus,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),26,Generation of grid-supplied energy > Electricity-only generation^,0,2605 Generation of grid-supplied energy > Electricity-only generation^ - Outside Boundary,1,2021,913921,POINT (-82.9988 39.9612),04/02/2023 4:08:42 AM,"City of Columbus, OH"
Wellfleet,United States of America,CH4; CO2,1,Direct emissions (metric tonnes CO2e)^,17,Waste > Wastewater^,2530,1701 Waste > Wastewater^ - Direct,1,,0,POINT (-70.031 41.9305),04/02/2023 4:08:42 AM,"Town of Wellfleet, MA"
Aspen,United States of America,,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),1,Stationary energy > Residential buildings^,0,0105 Stationary energy > Residential buildings^ - Outside Boundary,1,2020,7004,POINT (-106.837 39.195),04/02/2023 4:08:42 AM,"City of Aspen, CO"
Reno,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,3,Stationary energy > Institutional buildings & facilities^,0,0301 Stationary energy > Institutional buildings & facilities^ - Direct,1,2020,264165,POINT (-119.814 39.5296),04/02/2023 4:08:42 AM,"City of Reno, NV"
,United States of America,CH4; CO2; HFCs; N2O,1,Direct emissions (metric tonnes CO2e)^,4,Stationary energy > Industrial buildings & facilities^,147582,0401 Stationary energy > Industrial buildings & facilities^ - Direct,1,2018/2019,7535591,,04/02/2023 4:08:42 AM,"City of Tumwater, WA"
Beaverton,United States of America,,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",9,Transportation > Rail^,1343.32,0903 Transportation > Rail^ - Indirect,1,2017,95710,POINT (-122.797 45.4857),04/02/2023 4:08:42 AM,"City of Beaverton, OR"
,United States of America,CO2,1,Direct emissions (metric tonnes CO2e)^,5,Stationary energy > Agriculture^,0,0501 Stationary energy > Agriculture^ - Direct,0,2017,75750,,04/02/2023 4:08:42 AM,"City of Bethlehem, PA"
Atlanta,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",10,Transportation > Waterborne navigation^,0,1003 Transportation > Waterborne navigation^ - Indirect,1,2019,488800,POINT (-84.388 33.749),04/02/2023 4:08:42 AM,"City of Atlanta, GA"
Worcester,United States of America,CH4; CO2; N2O,1,Emissions (metric tonnes CO2e),5,Stationary Energy: energy use – Scope 1,803631,0501 Stationary Energy: energy use – Scope 1,1,2019,185428,,04/02/2023 4:08:42 AM,"City of Worcester, MA"
Honolulu,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),11,Transportation > Aviation^,0,1105 Transportation > Aviation^ - Outside Boundary,1,2020,1016410,POINT (157.59 21.28),04/02/2023 4:08:42 AM,"City and County of Honolulu, HI"
,United States of America,CH4; CO2; HFCs; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),25,Total AFOLU,0,2505 Total AFOLU - Outside Boundary,0,2018/2019,7535591,,04/02/2023 4:08:42 AM,"City of Tumwater, WA"
Boulder County,United States of America,CH4; CO2; HFCs; N2O,1,Emissions (metric tonnes CO2e),1,Total Scope 1 emissions (excluding generation of grid-supplied energy),2321769,0101 Total Scope 1 emissions (excluding generation of grid-supplied energy),1,2016,322226,POINT (-105.5 40.15),04/02/2023 4:08:42 AM,"Boulder County, CO"
Miami Beach,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),23,AFOLU > Land use,0,2305 AFOLU > Land use - Outside Boundary,0,2019,88885,POINT (-80.13 25.7906),04/02/2023 4:08:42 AM,"City of Miami Beach, FL"
Reno,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",13,Total Transport,0,1303 Total Transport - Indirect,1,2020,264165,POINT (-119.814 39.5296),04/02/2023 4:08:42 AM,"City of Reno, NV"
"Washington, DC",United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,18,Total Waste,22592,1801 Total Waste - Direct,1,2020,690093,POINT (-77.0369 38.9072),04/02/2023 4:08:42 AM,"District of Columbia, DC"
Portland,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),16,Waste > Incineration and open burning^,0,1605 Waste > Incineration and open burning^ - Outside Boundary,1,2017,66715,POINT (-70.2553 43.6615),04/02/2023 4:08:42 AM,"City of Portland, ME"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),18,Total Waste,15496.79,1805 Total Waste - Outside Boundary,1,2019,23000,,04/02/2023 4:08:42 AM,"City of Oxford, OH"
Knoxville,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,4,Stationary energy > Industrial buildings & facilities^,177063,0401 Stationary energy > Industrial buildings & facilities^ - Direct,1,2019,185291,POINT (-83.9207 35.9606),04/02/2023 4:08:42 AM,"City of Knoxville, TN"
,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,19,IPPU > Industrial process,2529184,1901 IPPU > Industrial process - Direct,1,2020,1253889,,04/02/2023 4:08:42 AM,"Cuyahoga County, OH"
Hallandale Beach,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),22,AFOLU > Livestock,0,2205 AFOLU > Livestock - Outside Boundary,1,2021,39901,POINT (-80.1484 25.9812),04/02/2023 4:08:42 AM,"City of Hallandale Beach, FL"
,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,5,Stationary energy > Agriculture^,0,0501 Stationary energy > Agriculture^ - Direct,1,2019,60207,,04/02/2023 4:08:42 AM,"San Rafael, CA"
Memphis,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),19,IPPU > Industrial process,0,1905 IPPU > Industrial process - Outside Boundary,0,2019,937166,POINT (-90.049 35.1495),04/02/2023 4:08:42 AM,"City of Memphis, TN"
Easton,United States of America,CO2,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),16,Waste > Incineration and open burning^,0,1605 Waste > Incineration and open burning^ - Outside Boundary,1,2018,27000,POINT (-75.2207 40.6884),04/02/2023 4:08:42 AM,"City of Easton, PA"
Milwaukee,United States of America,CO2,1,Direct emissions (metric tonnes CO2e)^,14,Waste > Solid waste disposal^,0,1401 Waste > Solid waste disposal^ - Direct,1,2018,592025,POINT (-87.9065 43.0389),04/02/2023 4:08:42 AM,"City of Milwaukee, WI"
Charlotte,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,14,Waste > Solid waste disposal^,0,1401 Waste > Solid waste disposal^ - Direct,1,2019,868000,POINT (-80.8431 35.2271),04/02/2023 4:08:42 AM,"City of Charlotte, NC"
Bloomington,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,21,Total IPPU,0,2101 Total IPPU - Direct,1,2018,85000,POINT (-86.5264 39.1653),04/02/2023 4:08:42 AM,"City of Bloomington, IN"
Berkeley,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,15,Waste > Biological treatment^,0,1501 Waste > Biological treatment^ - Direct,1,2020,124321,,04/02/2023 4:08:42 AM,"City of Berkeley, CA"
Pittsburgh,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",8,Transportation > On-road^,0,0803 Transportation > On-road^ - Indirect,0,2020/2021,292537,POINT (-79.9959 40.4406),04/02/2023 4:08:42 AM,"City of Pittsburgh, PA"
"Columbia, MO",United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",11,Transportation > Aviation^,0,1103 Transportation > Aviation^ - Indirect,1,2021,123619,POINT (-92.3341 38.9517),04/02/2023 4:08:42 AM,"City of Columbia, MO"
Indianapolis,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),21,Total IPPU,0,2105 Total IPPU - Outside Boundary,0,2019,883570,POINT (-86.1785 39.7676),04/02/2023 4:08:42 AM,"City of Indianapolis, IN"
Los Angeles,United States of America,CH4; CO2; HFCs; N2O; PFCs,1,Direct emissions (metric tonnes CO2e)^,10,Transportation > Waterborne navigation^,60734,1001 Transportation > Waterborne navigation^ - Direct,1,2020,3898747,POINT (-118.244 34.0522),04/02/2023 4:08:42 AM,"City of Los Angeles, CA"
Boynton Beach,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",2,Stationary energy > Commercial buildings & facilities^,147800,0203 Stationary energy > Commercial buildings & facilities^ - Indirect,1,2017,0,POINT (-80.216 26.4986),04/02/2023 4:08:42 AM,"City of Boynton Beach, FL"
New Bedford,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,3,Stationary energy > Institutional buildings & facilities^,0,0301 Stationary energy > Institutional buildings & facilities^ - Direct,1,2017,95125,POINT (-70.9342 41.6362),04/02/2023 4:08:42 AM,"City of New Bedford, MA"
Piedmont,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,16,Waste > Incineration and open burning^,0,1601 Waste > Incineration and open burning^ - Direct,1,2020,11000,POINT (-122.232 37.8244),04/02/2023 4:08:42 AM,"City of Piedmont, CA"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),8,Transportation > On-road^,0,0805 Transportation > On-road^ - Outside Boundary,0,2020,1253889,,04/02/2023 4:08:42 AM,"Cuyahoga County, OH"
Dubuque,United States of America,CH4; CO2,1,Direct emissions (metric tonnes CO2e)^,16,Waste > Incineration and open burning^,0,1601 Waste > Incineration and open burning^ - Direct,0,2018,58410,POINT (-90.5071 42.5006),04/02/2023 4:08:42 AM,"City of Dubuque, IA"
Los Angeles,United States of America,CH4; CO2; HFCs; N2O; PFCs,1,Direct emissions (metric tonnes CO2e)^,22,AFOLU > Livestock,4417.65,2201 AFOLU > Livestock - Direct,1,2020,3898747,POINT (-118.244 34.0522),04/02/2023 4:08:42 AM,"City of Los Angeles, CA"
"Portland, OR",United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",13,Total Transport,0,1303 Total Transport - Indirect,0,2020,829560,POINT (-122.682 45.52),04/02/2023 4:08:42 AM,"City of Portland, OR"
Boston,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,12,Transportation > Off-road^,7911,1201 Transportation > Off-road^ - Direct,1,2020,675647,POINT (-71.0598 42.3584),04/02/2023 4:08:42 AM,"City of Boston, MA"
Hayward,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",9,Transportation > Rail^,0,0903 Transportation > Rail^ - Indirect,1,2019,160197,POINT (-122.081 37.6689),04/02/2023 4:08:42 AM,"City of Hayward, CA"
Columbus,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,26,Generation of grid-supplied energy > Electricity-only generation^,0,2601 Generation of grid-supplied energy > Electricity-only generation^ - Direct,1,2021,913921,POINT (-82.9988 39.9612),04/02/2023 4:08:42 AM,"City of Columbus, OH"
St. Petersburg,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,3,Stationary energy > Institutional buildings & facilities^,0,0301 Stationary energy > Institutional buildings & facilities^ - Direct,1,2016,253585,,04/02/2023 4:08:42 AM,"City of St. Petersburg, FL"
Orlando,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),7,Total Stationary Energy,93405,0705 Total Stationary Energy - Outside Boundary,1,2018,280258,POINT (-81.3792 28.5383),04/02/2023 4:08:42 AM,"City of Orlando, FL"
San Antonio,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,4,Stationary energy > Industrial buildings & facilities^,228183,0401 Stationary energy > Industrial buildings & facilities^ - Direct,1,2019,1451853,POINT (-98.4936 29.4241),04/02/2023 4:08:42 AM,"City of San Antonio, TX"
,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,27,Generation of grid-supplied energy > CHP generation^,0,2701 Generation of grid-supplied energy > CHP generation^ - Direct,1,2019,23000,,04/02/2023 4:08:42 AM,"City of Oxford, OH"
Memphis,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,4,Stationary energy > Industrial buildings & facilities^,1861216.41,0401 Stationary energy > Industrial buildings & facilities^ - Direct,1,2019,937166,POINT (-90.049 35.1495),04/02/2023 4:08:42 AM,"City of Memphis, TN"
